state,district,sex,age,id,hhid,psid,female,medwork,rural,hhweight,stateName
13,9,1,58,Q3V157092210101,570922101,57092210101,0,0,1,0.43952024,Nagaland
9,57,2,58,Q3V155543110108,555431101,55543110108,1,0,1,0.31604865,Uttar Pradesh
33,32,1,58,Q4V175643140201,756431402,75643140201,0,1,0,1.6231257,Tamil Nadu
14,7,2,36,Q1V153337110102,533371101,53337110102,1,0,1,0.14807668,Manipur
21,26,2,14,Q1V157491110105,574911101,57491110105,1,0,1,1.1543951,Odisha
32,5,1,42,Q4V152282120102,522821201,52282120102,0,1,1,0.36679983,Kerala
9,44,1,15,Q1V157162220103,571622201,57162220103,0,0,1,1.3717165,Uttar Pradesh
19,7,1,29,Q1V150391130103,503911301,50391130103,0,1,1,1.595136,West Bengal
12,2,2,40,Q2V150175130102,501751301,50175130102,1,0,1,0.10586528,Arunachal Pradesh
20,7,2,14,Q1V157836110206,578361102,57836110206,1,0,1,0.15838091,Jharkhand
22,10,2,27,Q4V173775130202,737751302,73775130202,1,0,0,0.97046995,Chhattisgarh
28,2,1,49,Q3V159199220201,591992202,59199220201,0,1,1,0.74929208,Andhra Pradesh
33,6,1,33,Q1V154465220201,544652202,54465220201,0,1,1,0.51923418,Tamil Nadu
16,1,1,42,Q3V172524140201,725241402,72524140201,0,1,0,0.071872786,Tripura
33,16,1,32,Q1V171553120201,715531202,71553120201,0,1,0,1.5091082,Tamil Nadu
35,2,1,36,Q3V156663120201,566631202,56663120201,0,1,1,0.065369867,A & N Island
21,12,1,57,Q3V175719110201,757191102,75719110201,0,1,0,1.809516,Odisha
19,1,2,45,Q2V151414120102,514141201,51414120102,1,0,1,0.8974281,West Bengal
24,7,1,18,Q4V153779220203,537792202,53779220203,0,0,1,0.55366325,Gujarat
9,49,2,48,Q2V151329220202,513292202,51329220202,1,0,1,0.97979683,Uttar Pradesh
24,19,2,34,Q4V157394120102,573941201,57394120102,1,0,1,0.76096219,Gujarat
9,33,1,26,Q1V179948130101,799481301,79948130101,0,1,0,1.1380553,Uttar Pradesh
6,13,2,40,Q3V179240140101,792401401,79240140101,1,1,0,0.054059178,Haryana
19,15,2,45,Q1V173799120102,737991201,73799120102,1,1,0,0.25957856,West Bengal
19,9,2,42,Q1V153914120102,539141201,53914120102,1,0,1,1.0729741,West Bengal
36,8,2,20,Q3V170580130101,705801301,70580130101,1,0,0,1.8205626,Telangana
9,6,1,21,Q4V151074220208,510742202,51074220208,0,0,1,0.88138837,Uttar Pradesh
21,27,1,20,Q4V150828120404,508281204,50828120404,0,0,1,0.22960095,Odisha
10,13,2,40,Q2V175668120102,756681201,75668120102,1,0,0,0.87108308,Bihar
8,27,1,33,Q3V154468130201,544681302,54468130201,0,1,1,5.4662452,Rajasthan
36,10,1,35,Q1V152534230101,525342301,52534230101,0,1,1,8.3601189,Telangana
10,13,1,18,Q3V159699220203,596992202,59699220203,0,0,1,1.9575323,Bihar
10,8,2,62,Q2V156432120202,564321202,56432120202,1,0,1,0.27897063,Bihar
4,1,1,43,Q1V173684120201,736841202,73684120201,0,1,0,0.15319546,Chandigarh
34,2,1,29,Q4V170003110103,700031101,70003110103,0,1,0,0.061421651,Puducherry
33,9,2,41,Q4V179918130102,799181301,79918130102,1,1,0,0.88775057,Tamil Nadu
10,28,2,21,Q4V153794230103,537942301,53794230103,1,0,1,2.8909538,Bihar
33,3,2,31,Q2V155885230102,558852301,55885230102,1,0,1,1.8865081,Tamil Nadu
17,6,2,45,Q3V155115120201,551151202,55115120201,1,1,1,0.058998231,Meghalaya
13,11,1,20,Q2V159790130503,597901305,59790130503,0,1,1,0.37144718,Nagaland
9,43,2,15,Q4V150898230105,508982301,50898230105,1,0,1,9.0011959,Uttar Pradesh
18,6,2,27,Q4V172030130103,720301301,72030130103,1,1,0,0.18634455,Assam
25,1,2,24,Q2V157034120103,570341201,57034120103,1,0,1,0.004705147,Daman & Diu
8,17,2,45,Q4V174502130202,745021302,74502130202,1,0,0,0.94210517,Rajasthan
14,1,1,36,Q4V153020220101,530202201,53020220101,0,1,1,0.16828923,Manipur
16,4,2,26,Q1V157113120204,571131202,57113120204,1,1,1,0.10824391,Tripura
32,3,1,26,Q2V156379110203,563791102,56379110203,0,1,1,0.51812202,Kerala
32,6,1,28,Q2V156947220203,569472202,56947220203,0,1,1,0.71729058,Kerala
36,6,2,54,Q3V156620210102,566202101,56620210102,1,0,1,2.5131485,Telangana
19,5,1,45,Q2V151851130101,518511301,51851130101,0,1,1,3.0655277,West Bengal
2,9,2,65,Q4V153831120201,538311202,53831120201,1,1,1,0.16744374,Himachal Pradesh
5,10,1,14,Q4V159459120104,594591201,59459120104,0,0,1,0.34080276,Uttrakhand
27,21,2,65,Q3V174434140101,744341401,74434140101,1,0,0,0.31192955,Maharashtra
24,25,1,30,Q4V174077120201,740771202,74077120201,0,1,0,0.97475886,Gujarat
9,12,2,22,Q2V179453130208,794531302,79453130208,1,0,0,0.96405137,Uttar Pradesh
1,21,2,16,Q3V170538120105,705381201,70538120105,1,0,0,0.32594708,Jammu & Kashmir
33,22,2,52,Q2V174425130102,744251301,74425130102,1,0,0,0.54509223,Tamil Nadu
24,19,2,39,Q4V171510120201,715101202,71510120201,1,1,0,0.92372841,Gujarat
9,68,1,14,Q3V154572230103,545722301,54572230103,0,0,1,4.8254676,Uttar Pradesh
9,62,2,28,Q4V152238110107,522381101,52238110107,1,0,1,1.1132501,Uttar Pradesh
24,23,2,18,Q1V172785220103,727852201,72785220103,1,0,0,0.72125447,Gujarat
16,1,2,19,Q4V153436110104,534361101,53436110104,1,0,1,0.012606793,Tripura
27,21,1,62,Q1V171133140101,711331401,71133140101,0,0,0,0.91731554,Maharashtra
17,2,1,27,Q1V152591120403,525911204,52591120403,0,1,1,0.06841217,Meghalaya
27,8,1,36,Q4V175726140201,757261402,75726140201,0,1,0,0.2942566,Maharashtra
16,2,2,30,Q2V154454230102,544542301,54454230102,1,0,1,1.2844223,Tripura
17,5,2,20,Q1V157103110205,571031102,57103110205,1,0,1,0.077319235,Meghalaya
22,26,2,14,Q2V170847130104,708471301,70847130104,1,0,0,0.39808658,Chhattisgarh
20,9,1,31,Q2V173908120101,739081201,73908120101,0,1,0,0.46968326,Jharkhand
17,7,2,26,Q3V151450210105,514502101,51450210105,1,0,1,0.041900396,Meghalaya
29,30,1,38,Q3V152179120401,521791204,52179120401,0,1,1,0.96812457,Karnataka
1,21,1,64,Q3V179940110201,799401102,79940110201,0,0,0,0.19347677,Jammu & Kashmir
36,8,1,40,Q3V179863130201,798631302,79863130201,0,1,0,2.7092409,Telangana
9,22,1,60,Q3V159272220101,592722201,59272220101,0,1,1,1.3968832,Uttar Pradesh
9,33,1,28,Q2V171142110103,711421101,71142110103,0,0,0,0.20998958,Uttar Pradesh
10,17,1,31,Q4V159952210103,599522101,59952210103,0,0,1,4.9958553,Bihar
18,5,1,26,Q4V152123210103,521232101,52123210103,0,1,1,0.19067253,Assam
19,17,1,17,Q3V170566110202,705661102,70566110202,0,0,0,1.1247219,West Bengal
36,5,2,41,Q1V175458120101,754581201,75458120101,1,1,0,1.7052349,Telangana
14,7,1,33,Q2V154349120101,543491201,54349120101,0,1,1,0.014887998,Manipur
24,12,2,65,Q4V173916130101,739161301,73916130101,1,0,0,1.2445947,Gujarat
19,17,1,63,Q4V153569110101,535691101,53569110101,0,0,1,0.24570172,West Bengal
19,5,2,45,Q4V151918110102,519181101,51918110102,1,1,1,0.37479892,West Bengal
1,6,1,20,Q1V172269140201,722691402,72269140201,0,1,0,0.59882993,Jammu & Kashmir
9,54,1,32,Q4V157003120202,570031202,57003120202,0,1,1,0.57650965,Uttar Pradesh
28,13,1,30,Q3V151803110103,518031101,51803110103,0,1,1,0.47144771,Andhra Pradesh
22,3,2,60,Q3V153864110206,538641102,53864110206,1,0,1,1.5110168,Chhattisgarh
33,4,1,38,Q4V152002110101,520021101,52002110101,0,1,1,0.56166285,Tamil Nadu
22,6,1,27,Q2V155004210102,550042101,55004210102,0,1,1,2.7235518,Chhattisgarh
9,28,1,60,Q1V177551110101,775511101,77551110101,0,0,0,1.2048056,Uttar Pradesh
33,1,1,30,Q1V172423120203,724231202,72423120203,0,1,0,1.4679766,Tamil Nadu
6,20,2,32,Q2V175467120102,754671201,75467120102,1,0,0,1.5743686,Haryana
10,9,2,25,Q1V177204140202,772041402,77204140202,1,0,0,1.294799,Bihar
2,10,2,26,Q3V175655110204,756551102,75655110204,1,0,0,0.28961033,Himachal Pradesh
21,26,2,15,Q1V157491210105,574912101,57491210105,1,0,1,1.1543951,Odisha
16,4,1,40,Q1V159126230102,591262301,59126230102,0,1,1,0.64562929,Tripura
28,7,1,35,Q4V154752210101,547522101,54752210101,0,1,1,0.8198036,Andhra Pradesh
28,5,2,28,Q4V157939220202,579392202,57939220202,1,1,1,1.4031225,Andhra Pradesh
9,51,1,28,Q2V155159120103,551591201,55159120103,0,1,1,0.42578194,Uttar Pradesh
1,21,2,30,Q1V152871120204,528711202,52871120204,1,0,1,0.16316785,Jammu & Kashmir
5,12,2,16,Q4V152708120102,527081201,52708120102,1,0,1,0.039206605,Uttrakhand
9,9,1,48,Q2V153386210101,533862101,53386210101,0,1,1,4.1345334,Uttar Pradesh
12,4,2,38,Q4V170713120102,707131201,70713120102,1,0,0,0.025346426,Arunachal Pradesh
7,1,2,42,Q1V173984110202,739841102,73984110202,1,0,0,0.76067829,Delhi
27,14,2,31,Q4V156643230102,566432301,56643230102,1,1,1,6.9073873,Maharashtra
21,13,2,30,Q4V155119130102,551191301,55119130102,1,0,1,1.6702375,Odisha
19,11,1,33,Q1V175021120201,750211202,75021120201,0,1,0,0.66121948,West Bengal
17,1,2,21,Q3V170400120102,704001201,70400120102,1,0,0,0.040189099,Meghalaya
9,35,2,62,Q3V172467130104,724671301,72467130104,1,1,0,0.10118879,Uttar Pradesh
24,16,2,41,Q1V154347120203,543471202,54347120203,1,0,1,0.82548028,Gujarat
19,15,2,36,Q3V173621110204,736211102,73621110204,1,1,0,0.58813554,West Bengal
27,19,1,32,Q4V157504110101,575041101,57504110101,0,1,1,0.87111217,Maharashtra
21,7,1,27,Q1V159838130201,598381302,59838130201,0,1,1,3.1032653,Odisha
17,6,2,48,Q2V150548120401,505481204,50548120401,1,1,1,0.099347256,Meghalaya
28,3,2,48,Q3V172254120202,722541202,72254120202,1,0,0,3.6751595,Andhra Pradesh
32,10,2,38,Q2V179809130201,798091302,79809130201,1,1,0,0.46998748,Kerala
10,29,2,43,Q4V155271220102,552712201,55271220102,1,0,1,2.1800532,Bihar
36,5,1,55,Q4V175435120101,754351201,75435120101,0,1,0,2.4448807,Telangana
4,1,1,30,Q2V170322140201,703221402,70322140201,0,1,0,0.34421596,Chandigarh
20,16,1,30,Q2V175220110106,752201101,75220110106,0,0,0,0.7293905,Jharkhand
10,7,2,18,Q2V157960120207,579601202,57960120207,1,0,1,0.076634191,Bihar
27,26,1,14,Q4V156101220103,561012201,56101220103,0,0,1,1.3567644,Maharashtra
20,16,1,49,Q1V173971130201,739711302,73971130201,0,1,0,0.28708532,Jharkhand
9,2,1,57,Q1V155603220201,556032202,55603220201,0,1,1,1.8761784,Uttar Pradesh
23,39,2,38,Q3V154023210110,540232101,54023210110,1,0,1,1.9264196,Madhya Pradesh
35,3,2,23,Q4V177957110106,779571101,77957110106,1,0,0,0.076593041,A & N Island
9,26,1,50,Q4V174067140102,740671401,74067140102,0,1,0,0.71043342,Uttar Pradesh
29,28,2,39,Q4V154025110102,540251101,54025110102,1,0,1,2.6604164,Karnataka
28,12,2,16,Q3V173439120104,734391201,73439120104,1,0,0,0.70749581,Andhra Pradesh
6,18,1,23,Q3V177337140103,773371401,77337140103,0,1,0,0.67757654,Haryana
21,21,1,54,Q4V153926120101,539261201,53926120101,0,1,1,0.055521466,Odisha
7,1,1,26,Q3V179951120104,799511201,79951120104,0,0,0,0.715298,Delhi
15,3,2,55,Q1V174517140102,745171401,74517140102,1,0,0,0.024803605,Mizoram
10,19,1,24,Q4V154695210103,546952101,54695210103,0,1,1,2.3375192,Bihar
17,6,2,40,Q2V153909110101,539091101,53909110101,1,1,1,0.10443634,Meghalaya
23,42,2,14,Q3V154954210103,549542101,54954210103,1,0,1,0.11719838,Madhya Pradesh
19,18,1,53,Q1V156536120401,565361204,56536120401,0,1,1,0.22434779,West Bengal
1,15,1,46,Q1V156628130201,566281302,56628130201,0,1,1,0.51990515,Jammu & Kashmir
16,1,2,27,Q4V159217130102,592171301,59217130102,1,0,1,0.03363305,Tripura
8,2,2,21,Q1V179812140204,798121402,79812140204,1,0,0,0.79324859,Rajasthan
3,1,1,43,Q3V172699130101,726991301,72699130101,0,1,0,0.79266411,Punjab
8,5,2,47,Q4V170360110202,703601102,70360110202,1,0,0,0.39557824,Rajasthan
9,26,1,20,Q4V170376110103,703761101,70376110103,0,1,0,1.7375197,Uttar Pradesh
19,10,1,42,Q2V170705140201,707051402,70705140201,0,1,0,0.32923475,West Bengal
16,2,1,35,Q3V173926130102,739261301,73926130102,0,1,0,0.18798864,Tripura
8,17,1,24,Q4V152771220206,527712202,52771220206,0,1,1,0.72448635,Rajasthan
12,11,2,19,Q3V179479110204,794791102,79479110204,1,0,0,0.047580224,Arunachal Pradesh
9,39,2,14,Q4V172949130104,729491301,72949130104,1,0,0,0.44977811,Uttar Pradesh
9,46,1,26,Q3V155229130101,552291301,55229130101,0,1,1,0.50882369,Uttar Pradesh
19,15,1,55,Q4V172257110101,722571101,72257110101,0,1,0,0.39595643,West Bengal
1,1,2,18,Q4V152840120205,528401202,52840120205,1,0,1,0.12026412,Jammu & Kashmir
15,7,1,23,Q1V159608130103,596081301,59608130103,0,1,1,0.1917811,Mizoram
18,2,1,17,Q1V153152120103,531521201,53152120103,0,0,1,0.04153261,Assam
8,6,1,50,Q3V177391130201,773911302,77391130201,0,1,0,0.64300847,Rajasthan
9,33,1,16,Q1V152253220103,522532201,52253220103,0,0,1,1.0621562,Uttar Pradesh
22,27,2,42,Q2V153009120302,530091203,53009120302,1,0,1,0.9178099,Chhattisgarh
9,22,2,65,Q3V159272110110,592721101,59272110110,1,0,1,0.16629557,Uttar Pradesh
10,14,1,30,Q2V171335130103,713351301,71335130103,0,1,0,0.31783861,Bihar
9,71,1,50,Q2V159784130101,597841301,59784130101,0,1,1,0.39416233,Uttar Pradesh
9,14,1,15,Q4V152837120103,528371201,52837120103,0,0,1,0.17464212,Uttar Pradesh
1,8,1,50,Q2V151823130101,518231301,51823130101,0,1,1,0.1464977,Jammu & Kashmir
21,18,2,47,Q1V159439110102,594391101,59439110102,1,0,1,1.742833,Odisha
9,5,2,19,Q4V159241110104,592411101,59241110104,1,0,1,1.6188508,Uttar Pradesh
8,21,1,14,Q4V179243130104,792431301,79243130104,0,0,0,0.94452173,Rajasthan
29,3,2,33,Q2V175385120102,753851201,75385120102,1,0,0,0.68053401,Karnataka
21,17,1,50,Q3V157569220201,575692202,57569220201,0,0,1,0.76122475,Odisha
3,7,2,15,Q4V170803140204,708031402,70803140204,1,0,0,0.16911127,Punjab
32,14,2,42,Q2V173315120102,733151201,73315120102,1,0,0,1.2173927,Kerala
29,19,1,47,Q1V175152120101,751521201,75152120101,0,1,0,0.71248281,Karnataka
27,32,2,16,Q4V153879120103,538791201,53879120103,1,0,1,0.83962387,Maharashtra
9,65,1,21,Q4V174398210104,743982101,74398210104,0,0,0,2.0195196,Uttar Pradesh
32,5,2,30,Q4V154258130102,542581301,54258130102,1,0,1,0.44482601,Kerala
6,14,1,43,Q4V172289120201,722891202,72289120201,0,1,0,0.49130183,Haryana
23,35,2,32,Q1V155081130103,550811301,55081130103,1,1,1,4.3626466,Madhya Pradesh
36,8,2,57,Q2V151859120201,518591202,51859120201,1,1,1,0.27809492,Telangana
10,28,2,15,Q4V158750110105,587501101,58750110105,1,0,1,1.1590993,Bihar
9,33,2,44,Q1V179948120202,799481202,79948120202,1,1,0,0.84436393,Uttar Pradesh
29,2,2,30,Q3V171375140102,713751401,71375140102,1,0,0,0.74987656,Karnataka
24,19,2,30,Q1V151908120203,519081202,51908120203,1,0,1,0.20302823,Gujarat
33,31,2,37,Q4V175241120102,752411201,75241120102,1,0,0,1.2383257,Tamil Nadu
8,30,1,35,Q4V156232120101,562321201,56232120101,0,1,1,0.095162012,Rajasthan
19,11,2,39,Q4V159759120202,597591202,59759120202,1,0,1,0.2828511,West Bengal
6,19,1,22,Q3V154917220206,549172202,54917220206,0,1,1,0.55923265,Haryana
9,18,2,38,Q2V154406110102,544061101,54406110102,1,0,1,1.9965488,Uttar Pradesh
15,2,2,17,Q4V155046130206,550461302,55046130206,1,0,1,0.14616536,Mizoram
2,1,1,42,Q4V157138120101,571381201,57138120101,0,1,1,0.11806782,Himachal Pradesh
1,6,2,16,Q2V150512210105,505122101,50512210105,1,0,1,0.47745991,Jammu & Kashmir
14,7,2,40,Q2V179981130202,799811302,79981130202,1,0,0,0.032582309,Manipur
6,11,1,30,Q1V175443120102,754431201,75443120102,0,1,0,0.45561317,Haryana
8,5,1,33,Q2V153802220101,538022201,53802220101,0,1,1,3.1744702,Rajasthan
10,15,1,61,Q2V151873130101,518731301,51873130101,0,1,1,7.5807428,Bihar
1,18,1,39,Q4V153454130101,534541301,53454130101,0,1,1,0.18243019,Jammu & Kashmir
33,8,2,46,Q2V156905120101,569051201,56905120101,1,1,1,0.058399148,Tamil Nadu
28,9,2,28,Q4V159157120302,591571203,59157120302,1,0,1,1.2896942,Andhra Pradesh
28,6,1,60,Q2V154583220101,545832201,54583220101,0,1,1,0.99128407,Andhra Pradesh
29,19,1,42,Q1V172296110201,722961102,72296110201,0,1,0,0.40876642,Karnataka
21,19,1,61,Q1V152675210101,526752101,52675210101,0,0,1,0.83646959,Odisha
27,22,1,40,Q3V172536130202,725361302,72536130202,0,1,0,0.41892111,Maharashtra
19,9,2,65,Q4V157133120204,571331202,57133120204,1,0,1,0.32941446,West Bengal
8,24,1,37,Q1V170739140201,707391402,70739140201,0,1,0,2.6085672,Rajasthan
24,7,1,35,Q3V159696130102,596961301,59696130102,0,1,1,1.3944817,Gujarat
8,31,1,40,Q1V152584130101,525841301,52584130101,0,1,1,0.96294332,Rajasthan
8,9,2,30,Q1V173968110109,739681101,73968110109,1,0,0,0.49687019,Rajasthan
23,38,1,21,Q2V175378120104,753781201,75378120104,0,1,0,1.8362967,Madhya Pradesh
33,9,2,32,Q1V175940110103,759401101,75940110103,1,0,0,0.27277246,Tamil Nadu
9,35,2,18,Q2V179161140104,791611401,79161140104,1,0,0,0.76056939,Uttar Pradesh
27,12,1,24,Q2V152198230103,521982301,52198230103,0,1,1,1.5985976,Maharashtra
23,27,1,45,Q3V171014140101,710141401,71014140101,0,1,0,0.27871484,Madhya Pradesh
6,18,1,46,Q1V177556110203,775561102,77556110203,0,1,0,1.8610915,Haryana
29,18,1,46,Q2V175020110201,750201102,75020110201,0,1,0,0.45508906,Karnataka
17,4,1,23,Q2V159032110205,590321102,59032110205,0,0,1,0.10113305,Meghalaya
9,34,1,33,Q4V177357130101,773571301,77357130101,0,1,0,1.0155772,Uttar Pradesh
27,21,2,25,Q4V171060120102,710601201,71060120102,1,1,0,1.3239539,Maharashtra
13,5,1,24,Q2V173146110103,731461101,73146110103,0,0,0,0.058361642,Nagaland
19,9,2,63,Q2V172490110205,724901102,72490110205,1,0,0,0.36660919,West Bengal
20,9,2,48,Q4V155029120202,550291202,55029120202,1,0,1,0.28476715,Jharkhand
9,17,1,18,Q2V156440120304,564401203,56440120304,0,0,1,0.7324208,Uttar Pradesh
8,26,2,35,Q3V158512230103,585122301,58512230103,1,1,1,5.8356013,Rajasthan
10,19,2,22,Q4V154695210104,546952101,54695210104,1,0,1,2.3375192,Bihar
6,5,2,20,Q1V174330220104,743302201,74330220104,1,0,0,0.39084443,Haryana
27,21,2,15,Q2V150975130206,509751302,50975130206,1,0,1,3.2339587,Maharashtra
16,4,2,15,Q2V153390120103,533901201,53390120103,1,0,1,0.021576369,Tripura
3,13,1,19,Q2V153908230102,539082301,53908230102,0,1,1,2.7083571,Punjab
3,12,1,14,Q1V173470130203,734701302,73470130203,0,0,0,0.18306731,Punjab
27,22,2,27,Q4V179251110304,792511103,79251110304,1,1,0,0.76802248,Maharashtra
24,21,1,40,Q4V157018110101,570181101,57018110101,0,1,1,1.1993352,Gujarat
8,27,1,18,Q1V153889120208,538891202,53889120208,0,1,1,0.22297198,Rajasthan
19,17,1,22,Q4V170525130103,705251301,70525130103,0,0,0,1.2662733,West Bengal
9,57,2,17,Q1V150371220203,503712202,50371220203,1,0,1,1.1311663,Uttar Pradesh
20,2,2,14,Q1V151458220206,514582202,51458220206,1,0,1,0.70852369,Jharkhand
27,20,1,30,Q2V157147120202,571471202,57147120202,0,1,1,0.45176703,Maharashtra
22,14,1,30,Q3V151673130201,516731302,51673130201,0,1,1,2.2210538,Chhattisgarh
33,1,1,24,Q3V175727130202,757271302,75727130202,0,1,0,1.0173146,Tamil Nadu
18,4,1,26,Q2V179915130103,799151301,79915130103,0,1,0,0.33964419,Assam
6,14,1,47,Q3V157766120101,577661201,57766120101,0,1,1,0.10382319,Haryana
9,67,2,50,Q3V155696120202,556961202,55696120202,1,0,1,0.43118826,Uttar Pradesh
18,21,2,29,Q3V159708230102,597082301,59708230102,1,0,1,1.977499,Assam
18,6,1,45,Q3V179881140101,798811401,79881140101,0,1,0,0.40149406,Assam
8,19,2,53,Q4V155275120402,552751204,55275120402,1,0,1,0.076941028,Rajasthan
5,7,1,25,Q4V152937220104,529372201,52937220104,0,1,1,0.75872475,Uttrakhand
27,31,1,22,Q4V152614220203,526142202,52614220203,0,0,1,0.92355281,Maharashtra
19,19,2,23,Q3V156796130102,567961301,56796130102,1,0,1,2.14276,West Bengal
32,5,2,62,Q3V151699120101,516991201,51699120101,1,0,1,0.33342466,Kerala
33,13,1,31,Q1V175792130101,757921301,75792130101,0,1,0,1.9052016,Tamil Nadu
29,1,1,60,Q3V159154210101,591542101,59154210101,0,1,1,4.3420196,Karnataka
27,1,1,30,Q2V150437230101,504372301,50437230101,0,1,1,3.6520002,Maharashtra
8,12,1,30,Q1V179482110204,794821102,79482110204,0,1,0,0.97484636,Rajasthan
29,11,1,24,Q2V173798110205,737981102,73798110205,0,1,0,0.80573297,Karnataka
2,2,2,41,Q2V157709220202,577092202,57709220202,1,1,1,0.27673003,Himachal Pradesh
14,5,1,58,Q3V154172230102,541722301,54172230102,0,1,1,0.29411492,Manipur
29,19,2,40,Q1V175152110102,751521101,75152110102,1,0,0,0.53436184,Karnataka
19,6,1,47,Q3V152403220101,524032201,52403220101,0,1,1,1.922961,West Bengal
8,31,2,16,Q4V150286120106,502861201,50286120106,1,0,1,0.74510622,Rajasthan
28,8,2,23,Q2V172095110203,720951102,72095110203,1,0,0,0.57626486,Andhra Pradesh
8,17,1,38,Q4V152771120201,527711202,52771120201,0,1,1,0.17876953,Rajasthan
12,4,2,35,Q2V150885120202,508851202,50885120202,1,0,1,0.089100853,Arunachal Pradesh
9,25,1,15,Q1V157729110105,577291101,57729110105,0,0,1,1.1944035,Uttar Pradesh
33,4,2,51,Q3V173635130202,736351302,73635130202,1,0,0,0.73244947,Tamil Nadu
19,2,2,25,Q3V177135110106,771351101,77135110106,1,0,0,0.056338821,West Bengal
30,1,1,35,Q4V158377110102,583771101,58377110102,0,1,1,0.1123781,Goa
22,6,1,16,Q2V174469110203,744691102,74469110203,0,0,0,0.19706085,Chhattisgarh
6,3,1,15,Q1V157654210106,576542101,57654210106,0,0,1,0.44662014,Haryana
3,18,1,39,Q3V152062110101,520621101,52062110101,0,1,1,2.096416,Punjab
9,18,1,26,Q1V156608110103,566081101,56608110103,0,1,1,0.047939155,Uttar Pradesh
28,4,1,52,Q2V156208220201,562082202,56208220201,0,1,1,1.8639176,Andhra Pradesh
19,17,2,24,Q3V172980120102,729801201,72980120102,1,1,0,1.7245196,West Bengal
29,21,2,57,Q4V179250120201,792501202,79250120201,1,0,0,0.96200043,Karnataka
20,2,2,23,Q4V152935220104,529352201,52935220104,1,0,1,0.57162642,Jharkhand
23,17,2,58,Q1V156773130102,567731301,56773130102,1,1,1,3.0144393,Madhya Pradesh
21,8,1,48,Q1V156049120303,560491203,56049120303,0,1,1,0.38332102,Odisha
27,3,2,28,Q2V151879210102,518792101,51879210102,1,0,1,2.5848975,Maharashtra
32,8,2,15,Q3V153321120103,533211201,53321120103,1,0,1,0.050618879,Kerala
33,31,1,23,Q3V152857120103,528571201,52857120103,0,1,1,0.077755779,Tamil Nadu
9,54,1,20,Q1V158397220105,583972201,58397220105,0,0,1,1.7681068,Uttar Pradesh
27,22,1,28,Q1V172793120107,727931201,72793120107,0,1,0,0.37435508,Maharashtra
10,28,2,42,Q2V151424120102,514241201,51424120102,1,0,1,0.22737706,Bihar
17,3,1,14,Q1V177010130103,770101301,77010130103,0,0,0,0.13800062,Meghalaya
21,25,2,38,Q3V150110130102,501101301,50110130102,1,0,1,4.0329709,Odisha
29,18,2,32,Q4V171194130202,711941302,71194130202,1,0,0,0.76378673,Karnataka
15,3,2,50,Q3V179912130202,799121302,79912130202,1,0,0,0.030155761,Mizoram
2,7,1,36,Q1V157461130101,574611301,57461130101,0,1,1,0.066891022,Himachal Pradesh
9,11,2,18,Q3V156632210105,566322101,56632210105,1,0,1,4.4606071,Uttar Pradesh
28,2,1,32,Q3V175999120203,759991202,75999120203,0,1,0,0.59335589,Andhra Pradesh
24,7,2,14,Q3V177329120104,773291201,77329120104,1,0,0,1.6315191,Gujarat
4,1,1,20,Q2V173493140201,734931402,73493140201,0,0,0,0.21788915,Chandigarh
24,25,2,39,Q3V172648120104,726481201,72648120104,1,0,0,1.4983627,Gujarat
10,1,1,15,Q1V153895120105,538951201,53895120105,0,0,1,1.3049744,Bihar
6,19,1,16,Q3V154917210107,549172101,54917210107,0,0,1,0.39475256,Haryana
24,1,2,55,Q3V152050120102,520501201,52050120102,1,0,1,1.0431052,Gujarat
10,34,1,35,Q4V151780210101,517802101,51780210101,0,1,1,3.480691,Bihar
33,15,2,51,Q4V153964220202,539642202,53964220202,1,0,1,1.0963237,Tamil Nadu
27,22,1,50,Q1V172793120101,727931201,72793120101,0,1,0,0.37435508,Maharashtra
27,7,1,40,Q1V175314120201,753141202,75314120201,0,1,0,0.84363043,Maharashtra
18,10,1,25,Q4V159899210103,598992101,59899210103,0,1,1,0.29354814,Assam
9,33,1,50,Q1V152253220201,522532202,52253220201,0,1,1,1.0621562,Uttar Pradesh
28,11,2,38,Q4V179637210102,796372101,79637210102,1,1,0,1.4891102,Andhra Pradesh
19,8,1,26,Q2V171990110103,719901101,71990110103,0,0,0,0.18593353,West Bengal
10,28,1,40,Q1V154014110101,540141101,54014110101,0,1,1,1.0937372,Bihar
24,8,1,28,Q3V177798110103,777981101,77798110103,0,1,0,0.23102106,Gujarat
22,10,2,25,Q1V171044110106,710441101,71044110106,1,0,0,0.56010002,Chhattisgarh
5,12,2,55,Q4V173388110203,733881102,73388110203,1,0,0,0.96871126,Uttrakhand
29,10,2,45,Q4V174360110102,743601101,74360110102,1,0,0,0.59532195,Karnataka
10,28,2,14,Q4V174578110104,745781101,74578110104,1,0,0,1.6501312,Bihar
1,21,1,30,Q3V172603140203,726031402,72603140203,0,1,0,0.22985049,Jammu & Kashmir
9,5,2,18,Q4V175095120204,750951202,75095120204,1,0,0,0.19616847,Uttar Pradesh
24,14,2,30,Q2V172517120202,725171202,72517120202,1,0,0,0.31834131,Gujarat
22,20,1,35,Q1V150102110105,501021101,50102110105,0,1,1,0.48206758,Chhattisgarh
36,5,1,28,Q1V173334120201,733341202,73334120201,0,1,0,0.56333661,Telangana
19,10,1,20,Q3V177594110104,775941101,77594110104,0,0,0,0.39633206,West Bengal
