state,district,sex,age,id,hhid,psid,female,medwork,rural,hhweight,stateName
27,34,1,53,Q3V157655120201,576551202,57655120201,0,1,1,0.64702803,Maharashtra
1,19,2,17,Q1V157886130105,578861301,57886130105,1,0,1,0.50485879,Jammu & Kashmir
34,2,2,25,Q1V150169210103,501692101,50169210103,1,0,1,0.58930194,Puducherry
22,15,2,26,Q1V159600110104,596001101,59600110104,1,0,1,0.4402912,Chhattisgarh
21,18,1,57,Q1V170852110101,708521101,70852110101,0,0,0,0.18806782,Odisha
16,1,1,55,Q1V151735220101,517352201,51735220101,0,1,1,0.13288705,Tripura
2,2,1,19,Q1V159711120303,597111203,59711120303,0,0,1,0.17998751,Himachal Pradesh
2,5,1,36,Q2V154973210103,549732101,54973210103,0,1,1,1.6125474,Himachal Pradesh
32,7,1,42,Q3V174013120201,740131202,74013120201,0,1,0,1.4437112,Kerala
27,28,2,20,Q2V171950120104,719501201,71950120104,1,0,0,1.0911773,Maharashtra
28,1,1,28,Q2V154784120103,547841201,54784120103,0,1,1,0.64623624,Andhra Pradesh
14,3,2,40,Q3V153580120305,535801203,53580120305,1,1,1,0.068153262,Manipur
22,12,2,51,Q2V153100130102,531001301,53100130102,1,1,1,0.80830801,Chhattisgarh
19,9,2,45,Q1V175130110202,751301102,75130110202,1,0,0,0.28372368,West Bengal
2,11,1,63,Q2V159748110101,597481101,59748110101,0,1,1,0.44405034,Himachal Pradesh
19,4,1,18,Q3V156990230103,569902301,56990230103,0,0,1,3.8857207,West Bengal
15,4,1,36,Q3V152415230101,524152301,52415230101,0,1,1,0.1241144,Mizoram
19,15,1,21,Q4V172525140203,725251402,72525140203,0,1,0,4.3647075,West Bengal
3,10,1,38,Q4V156331210103,563312101,56331210103,0,1,1,1.3997474,Punjab
2,9,1,36,Q1V175412230101,754122301,75412230101,0,1,0,0.6095832,Himachal Pradesh
19,18,1,19,Q1V174351110104,743511101,74351110104,0,0,0,0.68128622,West Bengal
32,13,1,14,Q1V152076210104,520762101,52076210104,0,0,1,3.3136742,Kerala
7,1,1,18,Q2V170248130101,702481301,70248130101,0,0,0,0.59767556,Delhi
27,4,2,25,Q4V174485140103,744851401,74485140103,1,1,0,1.6271135,Maharashtra
27,22,2,22,Q3V174716110103,747161101,74716110103,1,0,0,2.1382444,Maharashtra
9,6,2,34,Q1V173342140202,733421402,73342140202,1,0,0,1.3362288,Uttar Pradesh
10,14,2,18,Q3V154453220205,544532202,54453220205,1,0,1,1.02336,Bihar
3,7,1,40,Q4V173519120101,735191201,73519120101,0,1,0,0.21238643,Punjab
33,22,1,27,Q4V170336110103,703361101,70336110103,0,1,0,0.61023182,Tamil Nadu
22,3,1,14,Q1V154020120204,540201202,54020120204,0,0,1,0.38623515,Chhattisgarh
33,26,2,37,Q4V177320120202,773201202,77320120202,1,0,0,0.091438845,Tamil Nadu
23,4,2,24,Q2V156007220204,560072202,56007220204,1,0,1,1.8600249,Madhya Pradesh
32,13,2,44,Q2V157637110102,576371101,57637110102,1,0,1,1.0864174,Kerala
29,29,2,62,Q3V173396110205,733961102,73396110205,1,0,0,0.57779223,Karnataka
1,3,2,35,Q1V173551130201,735511302,73551130201,1,1,0,0.036465932,Jammu & Kashmir
18,6,1,22,Q3V157328110103,573281101,57328110103,0,1,1,0.32084706,Assam
29,5,1,45,Q1V151752120101,517521201,51752120101,0,1,1,0.13882267,Karnataka
14,7,2,48,Q4V156741220102,567412201,56741220102,1,0,1,0.026926443,Manipur
20,19,2,26,Q1V154145120105,541451201,54145120105,1,0,1,0.68874031,Jharkhand
3,9,1,21,Q2V154732210103,547322101,54732210103,0,0,1,2.3576343,Punjab
29,11,2,19,Q4V172647110205,726471102,72647110205,1,0,0,0.38991821,Karnataka
22,6,1,34,Q4V153062130101,530621301,53062130101,0,1,1,0.94278026,Chhattisgarh
21,12,2,56,Q4V177199110305,771991103,77199110305,1,0,0,0.032831319,Odisha
15,4,2,19,Q4V170314110204,703141102,70314110204,1,0,0,0.02834757,Mizoram
8,4,1,40,Q4V153196120401,531961204,53196120401,0,1,1,1.2990285,Rajasthan
24,3,2,50,Q2V172003130202,720031302,72003130202,1,0,0,0.74332619,Gujarat
20,10,2,22,Q1V174039130104,740391301,74039130104,1,0,0,0.90971661,Jharkhand
19,7,2,45,Q4V170728210102,707282101,70728210102,1,0,0,0.41456813,West Bengal
27,34,1,55,Q4V151164120101,511641201,51164120101,0,1,1,0.31897011,Maharashtra
9,22,1,55,Q3V159272230101,592722301,59272230101,0,1,1,7.7604613,Uttar Pradesh
27,20,2,62,Q4V173355130107,733551301,73355130107,1,0,0,0.12076006,Maharashtra
16,4,1,15,Q1V173797140103,737971401,73797140103,0,0,0,0.324067,Tripura
3,15,2,28,Q2V173793110207,737931102,73793110207,1,1,0,0.50533289,Punjab
2,11,1,41,Q3V151690110103,516901101,51690110103,0,1,1,0.53599656,Himachal Pradesh
18,19,2,36,Q4V155151220102,551512201,55151220102,1,0,1,0.22445823,Assam
33,22,2,52,Q2V173563110202,735631102,73563110202,1,0,0,0.21649042,Tamil Nadu
3,2,2,16,Q2V154129120204,541291202,54129120204,1,0,1,0.76029438,Punjab
18,2,2,21,Q4V152212120304,522121203,52212120304,1,0,1,0.27894667,Assam
17,6,1,45,Q3V177367140101,773671401,77367140101,0,1,0,0.089450404,Meghalaya
27,19,1,43,Q3V157150110101,571501101,57150110101,0,1,1,0.43524119,Maharashtra
8,15,1,27,Q4V156159120102,561591201,56159120102,0,1,1,0.32974058,Rajasthan
23,13,1,33,Q1V153029110101,530291101,53029110101,0,1,1,0.34030786,Madhya Pradesh
12,9,2,48,Q3V154710120102,547101201,54710120102,1,0,1,0.022425506,Arunachal Pradesh
19,7,1,52,Q4V174019110101,740191101,74019110101,0,1,0,0.53035003,West Bengal
30,2,2,65,Q1V152173230101,521732301,52173230101,1,0,1,0.69290996,Goa
28,11,1,26,Q3V150635110103,506351101,50635110103,0,1,1,0.16967545,Andhra Pradesh
23,33,1,24,Q2V150168210103,501682101,50168210103,0,1,1,1.5877604,Madhya Pradesh
23,10,2,59,Q4V155824230102,558242301,55824230102,1,0,1,8.112277,Madhya Pradesh
33,12,2,65,Q4V172918110202,729181102,72918110202,1,0,0,0.34840488,Tamil Nadu
1,10,1,40,Q2V170204110303,702041103,70204110303,0,1,0,0.026996769,Jammu & Kashmir
23,32,2,35,Q2V150299130102,502991301,50299130102,1,0,1,1.8944087,Madhya Pradesh
10,12,2,45,Q2V177941140202,779411402,77941140202,1,0,0,3.375185,Bihar
9,37,1,22,Q1V177597110104,775971101,77597110104,0,1,0,0.84318298,Uttar Pradesh
9,33,1,16,Q2V150381120103,503811201,50381120103,0,1,1,1.2324969,Uttar Pradesh
22,14,2,29,Q3V177801130101,778011301,77801130101,1,1,0,0.42602834,Chhattisgarh
1,17,2,16,Q1V152776210107,527762101,52776210107,1,0,1,0.38404718,Jammu & Kashmir
8,29,2,17,Q3V172997130206,729971302,72997130206,1,0,0,1.0440853,Rajasthan
5,8,2,55,Q3V150155130102,501551301,50155130102,1,1,1,0.14903522,Uttrakhand
3,7,1,60,Q3V174440130201,744401302,74440130201,0,0,0,0.10153157,Punjab
18,7,1,49,Q2V159261220201,592612202,59261220201,0,1,1,0.70935661,Assam
27,9,2,23,Q2V177894110109,778941101,77894110109,1,0,0,0.83052558,Maharashtra
23,4,1,24,Q2V156007120103,560071201,56007120103,0,1,1,0.49707544,Madhya Pradesh
36,5,2,20,Q1V174096120103,740961201,74096120103,1,0,0,1.6900098,Telangana
33,26,2,40,Q4V154131220102,541312201,54131220102,1,1,1,0.70803553,Tamil Nadu
23,48,1,48,Q4V150108220201,501082202,50108220201,0,1,1,0.53175557,Madhya Pradesh
22,10,2,30,Q3V173753140202,737531402,73753140202,1,0,0,0.61906594,Chhattisgarh
5,12,2,18,Q1V172486130202,724861302,72486130202,1,0,0,0.68333089,Uttrakhand
28,10,2,38,Q4V177849130102,778491301,77849130102,1,0,0,1.0983949,Andhra Pradesh
33,2,1,25,Q3V170417120101,704171201,70417120101,0,1,0,1.2912252,Tamil Nadu
23,30,2,16,Q2V152335210106,523352101,52335210106,1,0,1,1.0517108,Madhya Pradesh
9,9,2,47,Q4V174036120102,740361201,74036120102,1,0,0,0.074210778,Uttar Pradesh
9,57,2,18,Q4V155351220203,553512202,55351220203,1,0,1,0.88720721,Uttar Pradesh
33,13,2,18,Q1V155858120203,558581202,55858120203,1,0,1,0.12957543,Tamil Nadu
19,4,1,17,Q4V156857220104,568572201,56857220104,0,1,1,0.72048604,West Bengal
32,4,1,28,Q3V175250120205,752501202,75250120205,0,1,0,0.5526396,Kerala
23,46,2,17,Q4V154643220106,546432201,54643220106,1,0,1,0.89350796,Madhya Pradesh
33,27,2,41,Q1V152010120102,520101201,52010120102,1,1,1,0.097431235,Tamil Nadu
28,6,1,48,Q2V154338120101,543381201,54338120101,0,1,1,0.30119869,Andhra Pradesh
9,7,1,22,Q2V174366130104,743661301,74366130104,0,1,0,0.31711137,Uttar Pradesh
1,7,1,30,Q1V150959120401,509591204,50959120401,0,1,1,0.18232548,Jammu & Kashmir
5,13,2,38,Q3V159099120102,590991201,59099120102,1,0,1,0.096919671,Uttrakhand
27,5,2,44,Q3V170072130202,700721302,70072130202,1,0,0,0.26053292,Maharashtra
10,10,1,18,Q2V150736220102,507362201,50736220102,0,0,1,1.948199,Bihar
24,14,2,38,Q1V155520110104,555201101,55520110104,1,0,1,1.8495035,Gujarat
24,18,2,40,Q4V157772130103,577721301,57772130103,1,1,1,3.8592074,Gujarat
9,23,2,23,Q4V150573120202,505731202,50573120202,1,0,1,0.45871434,Uttar Pradesh
13,7,2,40,Q4V153822220202,538222202,53822220202,1,0,1,0.4159278,Nagaland
9,48,2,50,Q2V157735220202,577352202,57735220202,1,0,1,1.4472313,Uttar Pradesh
21,1,2,24,Q1V173450110202,734501102,73450110202,1,0,0,0.78934205,Odisha
36,3,2,20,Q4V171154110104,711541101,71154110104,1,0,0,0.17411545,Telangana
21,17,1,30,Q3V179406140101,794061401,79406140101,0,1,0,0.35258803,Odisha
10,28,2,58,Q3V153002110101,530021101,53002110101,1,0,1,1.2629527,Bihar
8,8,2,16,Q3V150256120105,502561201,50256120105,1,0,1,0.65819186,Rajasthan
19,11,2,38,Q2V174082110202,740821102,74082110202,1,0,0,0.47959992,West Bengal
8,12,2,37,Q3V174311120102,743111201,74311120102,1,1,0,0.32777452,Rajasthan
24,10,2,42,Q3V170633120203,706331202,70633120203,1,1,0,0.44611585,Gujarat
5,13,1,17,Q4V154673220203,546732202,54673220203,0,0,1,0.46933529,Uttrakhand
34,2,1,15,Q4V179132140203,791321402,79132140203,0,0,0,0.089008123,Puducherry
12,6,2,38,Q1V174257140202,742571402,74257140202,1,0,0,0.039040424,Arunachal Pradesh
12,4,1,17,Q4V170301110203,703011102,70301110203,0,0,0,0.040725153,Arunachal Pradesh
1,21,1,18,Q1V159153210105,591532101,59153210105,0,0,1,0.75863361,Jammu & Kashmir
9,26,2,25,Q3V170363120202,703631202,70363120202,1,1,0,1.5217952,Uttar Pradesh
27,7,1,48,Q2V173196120201,731961202,73196120201,0,1,0,0.40264168,Maharashtra
32,2,1,47,Q4V175054110201,750541102,75054110201,0,1,0,0.51059234,Kerala
4,1,1,33,Q1V179371130101,793711301,79371130101,0,1,0,0.32507658,Chandigarh
28,8,2,28,Q4V150366110103,503661101,50366110103,1,0,1,0.57045686,Andhra Pradesh
9,8,1,15,Q3V150355130103,503551301,50355130103,0,0,1,0.89083612,Uttar Pradesh
29,1,1,38,Q4V153487110102,534871101,53487110102,0,1,1,1.2186096,Karnataka
1,21,1,28,Q3V170538140101,705381401,70538140101,0,1,0,0.34512034,Jammu & Kashmir
5,4,2,54,Q3V171096140202,710961402,71096140202,1,0,0,0.18091373,Uttrakhand
27,11,1,34,Q4V175042110205,750421102,75042110205,0,0,0,0.69613093,Maharashtra
8,28,2,65,Q1V152651230102,526512301,52651230102,1,0,1,8.6784496,Rajasthan
32,10,1,53,Q1V159274210101,592742101,59274210101,0,1,1,1.3939143,Kerala
1,2,2,15,Q3V157678110105,576781101,57678110105,1,0,1,0.40463325,Jammu & Kashmir
33,27,2,26,Q1V153891230102,538912301,53891230102,1,0,1,3.4466152,Tamil Nadu
1,10,1,16,Q3V179510110203,795101102,79510110203,0,0,0,0.014522295,Jammu & Kashmir
2,4,1,38,Q4V151029120206,510291202,51029120206,0,1,1,0.067918837,Himachal Pradesh
9,26,1,28,Q1V172760110202,727601102,72760110202,0,1,0,1.3234137,Uttar Pradesh
14,6,2,45,Q1V156154110102,561541101,56154110102,1,1,1,0.090222962,Manipur
15,4,1,27,Q2V150288110103,502881101,50288110103,0,1,1,0.057396855,Mizoram
15,5,1,58,Q1V159571120101,595711201,59571120101,0,1,1,0.028612209,Mizoram
8,9,1,37,Q4V170504140101,705041401,70504140101,0,1,0,0.75088662,Rajasthan
9,33,1,16,Q1V172964110205,729641102,72964110205,0,0,0,0.91565222,Uttar Pradesh
14,9,2,37,Q3V171063120102,710631201,71063120102,1,0,0,0.04657637,Manipur
19,17,2,21,Q1V155586120102,555861201,55586120102,1,0,1,0.29204991,West Bengal
1,7,2,34,Q1V177514120202,775141202,77514120202,1,1,0,0.17233485,Jammu & Kashmir
9,21,2,19,Q3V174337130204,743371302,74337130204,1,0,0,0.12413888,Uttar Pradesh
9,15,2,59,Q4V172010130102,720101301,72010130102,1,0,0,0.40002659,Uttar Pradesh
9,31,2,32,Q1V150896110202,508961102,50896110202,1,1,1,3.6915166,Uttar Pradesh
2,10,1,42,Q1V155135210101,551352101,55135210101,0,1,1,0.76161075,Himachal Pradesh
27,20,1,50,Q4V157649120301,576491203,57649120301,0,1,1,0.22227859,Maharashtra
29,26,2,39,Q2V174365130201,743651302,74365130201,1,0,0,0.67137736,Karnataka
27,30,1,27,Q2V159658120101,596581201,59658120101,0,1,1,0.3591238,Maharashtra
13,5,2,21,Q1V172138140203,721381402,72138140203,1,0,0,0.12383205,Nagaland
32,2,1,30,Q2V171908110101,719081101,71908110101,0,1,0,0.46441498,Kerala
33,32,1,26,Q4V173837130203,738371302,73837130203,0,1,0,0.98407376,Tamil Nadu
27,14,2,30,Q3V171986120104,719861201,71986120104,1,0,0,0.5994311,Maharashtra
32,6,2,17,Q1V172559120203,725591202,72559120203,1,0,0,0.39431444,Kerala
3,19,1,35,Q3V174446140201,744461402,74446140201,0,1,0,0.11899354,Punjab
12,7,2,18,Q3V152022120403,520221204,52022120403,1,0,1,0.062067095,Arunachal Pradesh
32,2,2,38,Q4V157056130104,570561301,57056130104,1,1,1,0.28503489,Kerala
27,25,2,28,Q1V159653220102,596532201,59653220102,1,1,1,1.2278417,Maharashtra
36,9,1,65,Q4V157334130101,573341301,57334130101,0,0,1,0.70864505,Telangana
8,15,2,53,Q1V153467120202,534671202,53467120202,1,1,1,0.40558919,Rajasthan
19,7,2,18,Q1V159595210105,595952101,59595210105,1,0,1,1.4381913,West Bengal
19,11,1,61,Q4V175994130201,759941302,75994130201,0,1,0,0.58680505,West Bengal
32,13,2,23,Q1V159112220202,591122202,59112220202,1,0,1,0.48772246,Kerala
14,4,1,36,Q2V159799230101,597992301,59799230101,0,1,1,0.030033341,Manipur
6,12,2,14,Q2V170355120107,703551201,70355120107,1,0,0,1.3181834,Haryana
21,28,2,15,Q4V155545130105,555451301,55545130105,1,0,1,0.55263805,Odisha
32,5,2,65,Q1V152148210101,521482101,52148210101,1,0,1,1.7817327,Kerala
2,9,2,27,Q4V157873120304,578731203,57873120304,1,1,1,0.070695974,Himachal Pradesh
9,39,1,24,Q4V159717110105,597171101,59717110105,0,0,1,0.38215461,Uttar Pradesh
23,21,1,51,Q4V154939110101,549391101,54939110101,0,1,1,0.08480569,Madhya Pradesh
21,8,1,48,Q4V173537130201,735371302,73537130201,0,1,0,0.5816983,Odisha
18,26,2,58,Q1V175621120101,756211201,75621120101,1,0,0,0.39348823,Assam
19,9,1,21,Q3V175036110204,750361102,75036110204,0,0,0,0.30514428,West Bengal
14,1,1,53,Q1V155148120202,551481202,55148120202,0,1,1,0.016971244,Manipur
28,1,2,35,Q2V157022130101,570221301,57022130101,1,1,1,3.5876558,Andhra Pradesh
5,1,1,50,Q1V159010210101,590102101,59010210101,0,1,1,1.2736591,Uttrakhand
29,1,2,28,Q1V154440120104,544401201,54440120104,1,0,1,0.13823868,Karnataka
6,4,2,32,Q1V150439220102,504392201,50439220102,1,0,1,0.80147272,Haryana
2,11,1,14,Q2V159748120303,597481203,59748120303,0,0,1,0.15370964,Himachal Pradesh
27,24,2,22,Q4V175138110103,751381101,75138110103,1,1,0,0.90394098,Maharashtra
29,19,1,38,Q2V154665120202,546651202,54665120202,0,1,1,0.555659,Karnataka
28,6,1,23,Q4V174796110102,747961101,74796110102,0,1,0,0.58754426,Andhra Pradesh
7,1,1,46,Q4V170510120102,705101201,70510120102,0,1,0,0.2496317,Delhi
18,26,2,21,Q1V157745230102,577452301,57745230102,1,0,1,4.0053935,Assam
33,13,2,65,Q3V151055110105,510551101,51055110105,1,0,1,0.29787093,Tamil Nadu
10,13,2,35,Q2V177316110202,773161102,77316110202,1,0,0,0.54895502,Bihar
2,10,1,51,Q2V158559120201,585591202,58559120201,0,1,1,0.072508335,Himachal Pradesh
8,17,1,50,Q2V155155120201,551551202,55155120201,0,1,1,0.071943633,Rajasthan
19,17,2,50,Q1V155586230102,555862301,55586230102,1,0,1,12.2661,West Bengal
9,66,2,45,Q2V158738110102,587381101,58738110102,1,1,1,4.2296615,Uttar Pradesh
32,1,1,47,Q3V174552130101,745521301,74552130101,0,1,0,0.48227704,Kerala
3,3,1,57,Q1V173098130201,730981302,73098130201,0,1,0,0.29638311,Punjab
24,19,2,35,Q4V156447130202,564471302,56447130202,1,0,1,3.9790936,Gujarat
10,14,1,32,Q1V179183130201,791831302,79183130201,0,1,0,0.30142114,Bihar
1,10,1,33,Q3V173438110204,734381102,73438110204,0,1,0,0.27969474,Jammu & Kashmir
24,9,2,52,Q1V179964120203,799641202,79964120203,1,0,0,0.51054752,Gujarat
27,22,1,17,Q4V177438220103,774382201,77438220103,0,0,0,3.3783982,Maharashtra
20,10,2,46,Q3V153078110102,530781101,53078110102,1,0,1,0.88451451,Jharkhand
22,26,2,16,Q2V170847110203,708471102,70847110203,1,0,0,0.14928266,Chhattisgarh
21,19,2,55,Q1V152675220102,526752201,52675220102,1,1,1,0.53229892,Odisha
21,1,2,56,Q1V157315110102,573151101,57315110102,1,0,1,0.56601429,Odisha
6,11,1,30,Q1V154576120203,545761202,54576120203,0,1,1,0.10902687,Haryana
19,14,2,39,Q4V154976120302,549761203,54976120302,1,0,1,1.0608288,West Bengal
28,13,2,40,Q2V152895120202,528951202,52895120202,1,1,1,0.38875079,Andhra Pradesh
27,13,2,40,Q3V174788120102,747881201,74788120102,1,0,0,1.6460326,Maharashtra
30,2,2,60,Q1V172249110102,722491101,72249110102,1,0,0,0.21988226,Goa
28,12,1,30,Q3V152932130101,529321301,52932130101,0,1,1,0.59894562,Andhra Pradesh
23,34,1,19,Q3V177994120103,779941201,77994120103,0,0,0,0.50975829,Madhya Pradesh
1,1,2,28,Q4V175647140102,756471401,75647140102,1,0,0,0.072831318,Jammu & Kashmir
19,4,1,55,Q1V150816130101,508161301,50816130101,0,1,1,2.0278735,West Bengal
9,30,1,21,Q4V155655230106,556552301,55655230106,0,0,1,5.8173666,Uttar Pradesh
5,13,2,48,Q4V172552110202,725521102,72552110202,1,0,0,0.491505,Uttrakhand
29,12,1,22,Q1V154543120203,545431202,54543120203,0,1,1,0.80576783,Karnataka
6,7,2,58,Q1V173619110201,736191102,73619110201,1,0,0,2.0691774,Haryana
32,8,2,54,Q1V175424140102,754241401,75424140102,1,1,0,0.75771201,Kerala
14,6,2,52,Q3V175976110203,759761102,75976110203,1,0,0,0.041857678,Manipur
33,23,2,57,Q4V157085130102,570851301,57085130102,1,0,1,0.4418405,Tamil Nadu
9,70,1,25,Q1V155197110103,551971101,55197110103,0,1,1,2.0528381,Uttar Pradesh
33,19,2,47,Q4V172584110202,725841102,72584110202,1,0,0,0.21510053,Tamil Nadu
28,4,2,47,Q2V173669130102,736691301,73669130102,1,0,0,0.98081315,Andhra Pradesh
24,9,1,20,Q2V170053110103,700531101,70053110103,0,0,0,0.2554678,Gujarat
19,19,2,44,Q4V170939110102,709391101,70939110102,1,0,0,1.0515164,West Bengal
21,19,1,41,Q1V159818120201,598181202,59818120201,0,1,1,0.31970933,Odisha
33,30,1,35,Q1V154118120201,541181202,54118120201,0,1,1,0.071245573,Tamil Nadu
18,23,1,25,Q4V173597110205,735971102,73597110205,0,0,0,0.23887998,Assam
36,8,1,54,Q3V170580120101,705801201,70580120101,0,1,0,0.45960304,Telangana
17,1,1,25,Q4V152295130203,522951302,52295130203,0,1,1,0.5941993,Meghalaya
9,19,1,18,Q1V153120120205,531201202,53120120205,0,1,1,0.42279434,Uttar Pradesh
32,11,2,30,Q4V174936120203,749361202,74936120203,1,0,0,0.65462548,Kerala
24,6,1,23,Q4V154649210105,546492101,54649210105,0,0,1,5.3439698,Gujarat
29,25,1,28,Q3V170352120101,703521201,70352120101,0,1,0,0.36844289,Karnataka
21,5,2,38,Q2V155654210102,556542101,55654210102,1,0,1,0.39188895,Odisha
33,28,1,52,Q3V179500130101,795001301,79500130101,0,1,0,0.61604917,Tamil Nadu
9,1,1,41,Q3V179445120201,794451202,79445120201,0,1,0,0.69476295,Uttar Pradesh
9,19,1,30,Q2V179091130101,790911301,79091130101,0,1,0,0.7084372,Uttar Pradesh
3,12,1,52,Q3V171960130101,719601301,71960130101,0,1,0,0.10787873,Punjab
21,8,1,28,Q2V154500120103,545001201,54500120103,0,1,1,0.81505209,Odisha
32,5,2,32,Q2V154725210102,547252101,54725210102,1,1,1,3.0520093,Kerala
24,21,2,44,Q2V153870220102,538702201,53870220102,1,1,1,0.87274957,Gujarat
33,27,2,15,Q3V170285120103,702851201,70285120103,1,0,0,1.2283888,Tamil Nadu
33,5,1,35,Q3V155631120306,556311203,55631120306,0,1,1,0.61031151,Tamil Nadu
23,22,2,21,Q3V170328110103,703281101,70328110103,1,0,0,1.0894477,Madhya Pradesh
9,24,2,21,Q3V173359120102,733591201,73359120102,1,0,0,1.0751292,Uttar Pradesh
9,69,1,30,Q2V179424110106,794241101,79424110106,0,1,0,0.53389615,Uttar Pradesh
34,2,2,35,Q1V150169220202,501692202,50169220202,1,1,1,0.25153106,Puducherry
16,1,2,47,Q4V159217220202,592172202,59217220202,1,0,1,0.21300791,Tripura
1,21,2,62,Q4V152799210102,527992101,52799210102,1,0,1,1.151667,Jammu & Kashmir
9,33,2,20,Q2V150381120106,503811201,50381120106,1,0,1,1.2324969,Uttar Pradesh
10,20,1,50,Q2V151854210101,518542101,51854210101,0,1,1,6.2278872,Bihar
5,5,1,32,Q1V157997220201,579972202,57997220201,0,1,1,0.72476453,Uttrakhand
12,6,1,32,Q4V175214130201,752141302,75214130201,0,1,0,0.0272338,Arunachal Pradesh
6,12,1,20,Q4V154155110105,541551101,54155110105,0,0,1,0.57105696,Haryana
27,8,2,42,Q2V175662110202,756621102,75662110202,1,1,0,1.0304861,Maharashtra
6,3,1,17,Q1V157654210105,576542101,57654210105,0,1,1,0.44662014,Haryana
23,20,1,52,Q3V159628210101,596282101,59628210101,0,1,1,2.0250413,Madhya Pradesh
3,3,2,42,Q4V179012110202,790121102,79012110202,1,0,0,0.51267499,Punjab
18,19,1,34,Q4V152679230102,526792301,52679230102,0,1,1,2.4179652,Assam
20,9,2,32,Q3V159833110204,598331102,59833110204,1,0,1,1.7079428,Jharkhand
18,23,2,28,Q4V174011130201,740111302,74011130201,1,1,0,0.24399874,Assam
9,6,2,28,Q2V154773120202,547731202,54773120202,1,0,1,0.58573449,Uttar Pradesh
32,14,1,45,Q3V157869120201,578691202,57869120201,0,1,1,0.22975515,Kerala
27,25,2,21,Q1V171053130105,710531301,71053130105,1,0,0,1.017612,Maharashtra
3,19,2,23,Q2V155008130102,550081301,55008130102,1,1,1,0.47064543,Punjab
28,3,1,62,Q4V151822130101,518221301,51822130101,0,1,1,1.5569952,Andhra Pradesh
6,4,1,65,Q1V150439120101,504391201,50439120101,0,0,1,0.085004687,Haryana
9,26,2,65,Q2V171219130101,712191301,71219130101,1,0,0,0.36455771,Uttar Pradesh
20,13,2,28,Q2V152616230102,526162301,52616230102,1,0,1,3.2678866,Jharkhand
16,3,2,40,Q1V159731230102,597312301,59731230102,1,0,1,0.5411039,Tripura
19,17,2,23,Q2V156431130102,564311301,56431130102,1,0,1,2.0692983,West Bengal
27,30,1,60,Q1V173713110201,737131102,73713110201,0,1,0,1.5578943,Maharashtra
20,19,1,26,Q1V172526130203,725261302,72526130203,0,1,0,0.15595645,Jharkhand
33,4,1,40,Q4V152429210101,524292101,52429210101,0,1,1,1.8925291,Tamil Nadu
28,3,2,41,Q4V172528120202,725281202,72528120202,1,0,0,0.81022924,Andhra Pradesh
10,28,1,58,Q3V173918110101,739181101,73918110101,0,1,0,1.0576798,Bihar
28,11,1,23,Q3V155778120103,557781201,55778120103,0,0,1,0.56704575,Andhra Pradesh
1,16,2,29,Q2V157401230102,574012301,57401230102,1,0,1,1.4729657,Jammu & Kashmir
9,13,2,22,Q4V159851110204,598511102,59851110204,1,0,1,3.2613134,Uttar Pradesh
21,19,2,16,Q4V170997120203,709971202,70997120203,1,0,0,0.66579551,Odisha
27,21,1,35,Q2V159111110103,591111101,59111110103,0,1,1,0.37286463,Maharashtra
6,6,2,14,Q3V156531130105,565311301,56531130105,1,0,1,0.67861843,Haryana
23,7,1,42,Q3V152767220201,527672202,52767220201,0,1,1,1.4088362,Madhya Pradesh
22,11,2,65,Q3V173920120105,739201201,73920120105,1,0,0,1.5797687,Chhattisgarh
10,27,2,63,Q1V159034120202,590341202,59034120202,1,0,1,0.21007085,Bihar
3,14,1,33,Q3V152490220101,524902201,52490220101,0,1,1,0.21365859,Punjab
8,21,2,58,Q4V150788220102,507882201,50788220102,1,0,1,1.1922969,Rajasthan
20,10,2,65,Q1V173645120203,736451202,73645120203,1,0,0,0.24684413,Jharkhand
1,11,1,18,Q2V155640220203,556402202,55640220203,0,0,1,0.21499425,Jammu & Kashmir
19,9,2,34,Q1V175130110102,751301101,75130110102,1,0,0,0.28372368,West Bengal
9,26,1,22,Q4V172262120105,722621201,72262120105,0,1,0,0.46324599,Uttar Pradesh
28,13,1,60,Q3V153516110101,535161101,53516110101,0,1,1,0.80464578,Andhra Pradesh
28,8,1,52,Q2V156242110101,562421101,56242110101,0,1,1,0.17019692,Andhra Pradesh
21,28,1,14,Q1V151410220203,514102202,51410220203,0,0,1,0.5440498,Odisha
13,4,1,27,Q3V159078120104,590781201,59078120104,0,0,1,0.061785791,Nagaland
9,11,2,45,Q2V179911140102,799111401,79911140102,1,0,0,2.270139,Uttar Pradesh
9,24,2,23,Q1V170796140102,707961401,70796140102,1,0,0,1.5638242,Uttar Pradesh
19,11,1,60,Q4V171589110101,715891101,71589110101,0,0,0,0.71507084,West Bengal
24,3,2,21,Q1V174236120203,742361202,74236120203,1,1,0,0.42843929,Gujarat
32,4,2,54,Q2V175217110102,752171101,75217110102,1,1,0,1.2542009,Kerala
10,35,2,21,Q3V150527120102,505271201,50527120102,1,0,1,0.40575954,Bihar
8,14,1,25,Q4V174409120103,744091201,74409120103,0,1,0,0.32314804,Rajasthan
33,8,2,23,Q3V154788120202,547881202,54788120202,1,1,1,0.12454522,Tamil Nadu
22,11,1,38,Q2V175706140201,757061402,75706140201,0,1,0,0.85469782,Chhattisgarh
4,1,1,24,Q3V179920110104,799201101,79920110104,0,0,0,0.020872056,Chandigarh
