"","psid","state","stateName","district","distcode","age","sex","female","rural","medwork","hhsize","comb_wt","mpce","logRsincpc"
"17915",73978210104,"07","Delhi","01","0701",18,1,"Male","Urban",0,4,35305.74609375,3000,8.00636768341064
"17916",58395130401,"21","Odisha","22","2122",25,1,"Male","Rural",1,3,21695.685546875,833.333312988281,6.72543382644653
"17917",73595130205,"23","Madhya Pradesh","22","2322",20,2,"Female","Urban",0,5,4980.97509765625,1600,7.37775897979736
"17921",55201220202,"33","Tamil Nadu","06","3306",23,2,"Female","Rural",0,4,8265.9697265625,1750,7.46737098693848
"17923",73736110103,"08","Rajasthan","15","0815",27,2,"Female","Urban",1,9,1763.82495117188,3333.33325195312,8.11172771453857
"17924",51125110207,"08","Rajasthan","22","0822",18,2,"Female","Rural",0,7,2120.88500976562,2142.85717773438,7.66989517211914
"17925",59274210104,"32","Kerala","10","3210",25,2,"Female","Rural",0,4,13378.7900390625,1250,7.13089895248413
"17939",52610110103,"02","Himachal Pradesh","09","0209",28,1,"Male","Rural",1,6,4330.64013671875,1583.33337402344,7.36728763580322
"17940",75313130104,"09","Uttar Pradesh","35","0935",17,1,"Male","Urban",0,9,2171.40502929688,2111.11108398438,7.65496969223022
"17944",50199220201,"10","Bihar","02","1002",24,1,"Male","Rural",1,2,5324.60986328125,2250,7.71868562698364
"17946",55850110105,"09","Uttar Pradesh","44","0944",21,2,"Female","Rural",0,6,8659.275390625,1333.33337402344,7.19543743133545
"17951",75746110205,"09","Uttar Pradesh","33","0933",16,1,"Male","Urban",0,10,14667.4150390625,5000,8.51719284057617
"17954",73567110103,"29","Karnataka","18","2918",26,2,"Female","Urban",0,4,16659.6640625,5500,8.61250305175781
"17963",79812110204,"08","Rajasthan","02","0802",21,1,"Male","Urban",0,5,5710.2001953125,2400,7.78322410583496
"17969",79815140206,"09","Uttar Pradesh","01","0901",20,2,"Female","Urban",0,6,8671.1650390625,2500,7.82404613494873
"17971",50510220103,"11","Sikkim","04","1104",25,1,"Male","Rural",1,5,949.780029296875,2000,7.60090255737305
"17973",70772120204,"19","West Bengal","11","1911",28,1,"Male","Urban",1,4,4906.4501953125,6000,8.69951438903809
"17976",73383110104,"22","Chhattisgarh","04","2204",19,2,"Female","Urban",0,6,3978.919921875,1666.66662597656,7.41858100891113
"17977",51795210103,"02","Himachal Pradesh","09","0209",20,1,"Male","Rural",0,3,13658.169921875,2833.33325195312,7.94920921325684
"17981",75613130202,"29","Karnataka","04","2904",23,2,"Female","Urban",0,4,3931.31005859375,1500,7.31322050094604
"17985",52551210104,"10","Bihar","01","1001",18,2,"Female","Rural",0,5,34548.140625,2000,7.60090255737305
"17987",74081130101,"20","Jharkhand","22","2022",30,1,"Male","Urban",1,3,1902.11499023438,2333.33325195312,7.75505304336548
"17992",73370110103,"27","Maharashtra","09","2709",20,2,"Female","Urban",0,3,21769.240234375,6666.66650390625,8.80487537384033
"17994",72900110104,"08","Rajasthan","14","0814",18,1,"Male","Urban",0,10,8071.68017578125,2000,7.60090255737305
"17996",53313210103,"01","Jammu & Kashmir","18","0118",22,1,"Male","Rural",0,5,2423.77490234375,800,6.68461179733276
"17999",57810210105,"01","Jammu & Kashmir","16","0116",19,2,"Female","Rural",0,5,17431.365234375,3000,8.00636768341064
"18004",75917130203,"10","Bihar","22","1022",30,1,"Male","Urban",1,6,2600.8349609375,666.666687011719,6.50229024887085
"18006",72973120103,"15","Mizoram","04","1504",23,2,"Female","Urban",0,4,74.5550003051758,2250,7.71868562698364
"18011",53948110103,"16","Tripura","03","1603",22,2,"Female","Rural",0,3,1172.21496582031,4166.66650390625,8.33487129211426
"18012",75730110207,"01","Jammu & Kashmir","10","0110",30,1,"Male","Urban",1,7,785.5,2235.71435546875,7.71231603622437
"18017",58356120304,"24","Gujarat","08","2408",22,1,"Male","Rural",1,4,15286.3203125,1825,7.50933504104614
"18027",54557220104,"03","Punjab","20","0320",24,2,"Female","Rural",0,4,5793.875,3142.5,8.05277347564697
"18036",53302230102,"06","Haryana","07","0607",19,1,"Male","Rural",0,3,15760.6201171875,2000,7.60090255737305
"18048",73930140203,"29","Karnataka","01","2901",20,2,"Female","Urban",1,4,14938.3203125,1625,7.39326286315918
"18054",59246210102,"27","Maharashtra","32","2732",28,2,"Female","Rural",0,4,24875.099609375,1250,7.13089895248413
"18058",56462120203,"14","Manipur","05","1405",22,1,"Male","Rural",1,5,383.459991455078,2400,7.78322410583496
"18061",75406140201,"03","Punjab","07","0307",25,1,"Male","Urban",1,1,1822.33996582031,4250,8.35467433929443
"18064",70540110204,"24","Gujarat","10","2410",29,2,"Female","Urban",1,5,23448.330078125,3600,8.18868923187256
"18065",59251120302,"12","Arunachal Pradesh","16","1216",26,2,"Female","Rural",1,6,341.380004882812,1250,7.13089895248413
"18066",70820140203,"22","Chhattisgarh","11","2211",20,1,"Male","Urban",1,4,8242.9501953125,3625,8.1956090927124
"18073",59119220202,"10","Bihar","16","1016",17,1,"Male","Rural",0,3,16082.3095703125,1666.66662597656,7.41858100891113
"18074",54791210103,"20","Jharkhand","17","2017",29,1,"Male","Rural",1,7,9019.3251953125,1428.57141113281,7.26443004608154
"18076",53801220202,"33","Tamil Nadu","26","3326",25,1,"Male","Rural",1,2,5828.7001953125,4500,8.41183280944824
"18079",72158110203,"33","Tamil Nadu","18","3318",20,1,"Male","Urban",0,3,5686.93505859375,8111,9.0009765625
"18081",53846130103,"05","Uttrakhand","02","0502",25,1,"Male","Rural",0,4,7906.65478515625,3750,8.22951126098633
"18082",71459110203,"24","Gujarat","19","2419",24,1,"Male","Urban",1,6,495.980010986328,833.333312988281,6.72543382644653
"18088",57520110105,"27","Maharashtra","27","2727",21,2,"Female","Rural",0,5,6427.83984375,600,6.39692974090576
"18091",50740130103,"06","Haryana","11","0611",25,1,"Male","Rural",1,3,6573.34521484375,2166.66674804688,7.68094539642334
"18095",54108110207,"12","Arunachal Pradesh","15","1215",30,2,"Female","Rural",0,8,1426.19995117188,1000,6.90775537490845
"18096",74401120203,"27","Maharashtra","34","2734",27,1,"Male","Urban",1,8,4154.10009765625,1250,7.13089895248413
"18097",74017120103,"01","Jammu & Kashmir","10","0110",28,1,"Male","Urban",1,3,516.025024414062,3286.66674804688,8.09762954711914
"18102",50330120205,"27","Maharashtra","14","2714",17,2,"Female","Rural",0,6,502.899993896484,833.333312988281,6.72543382644653
"18103",70934140203,"32","Kerala","04","3204",16,2,"Female","Urban",0,5,5116.47021484375,1512.40002441406,7.32145309448242
"18105",73945240103,"28","Andhra Pradesh","11","2811",22,2,"Female","Urban",0,5,14281.8798828125,1700,7.43838357925415
"18112",75743120103,"27","Maharashtra","21","2721",22,1,"Male","Urban",0,4,5628.56494140625,3750,8.22951126098633
"18114",53923130103,"03","Punjab","01","0301",18,1,"Male","Rural",0,7,1490.33996582031,1142.85717773438,7.04128646850586
"18116",77349140208,"08","Rajasthan","15","0815",21,1,"Male","Urban",1,9,7653.93505859375,1666.66662597656,7.41858100891113
"18117",56432120107,"10","Bihar","08","1008",16,2,"Female","Rural",0,8,2677.56005859375,1125,7.02553844451904
"18121",57107110107,"14","Manipur","04","1404",19,2,"Female","Rural",0,7,624.39501953125,2142.85717773438,7.66989517211914
"18123",50230220106,"01","Jammu & Kashmir","01","0101",18,2,"Female","Rural",0,8,2448.96508789062,750,6.62007331848145
"18126",55618110107,"14","Manipur","07","1407",24,1,"Male","Rural",0,8,743.924987792969,3750,8.22951126098633
"18129",71155130102,"01","Jammu & Kashmir","19","0119",18,2,"Female","Urban",0,2,485.154998779297,2500,7.82404613494873
"18130",74393120207,"09","Uttar Pradesh","70","0970",20,2,"Female","Urban",0,9,7020.8349609375,2222.22216796875,7.70626306533813
"18136",59174220102,"19","West Bengal","19","1919",21,2,"Female","Rural",0,4,24348.419921875,1700,7.43838357925415
"18147",79954120204,"29","Karnataka","18","2918",18,1,"Male","Urban",0,4,10465.3251953125,3250,8.08641052246094
"18149",74569230102,"09","Uttar Pradesh","65","0965",25,2,"Female","Urban",0,6,8695.3349609375,458.333343505859,6.12759685516357
"18150",55801120303,"27","Maharashtra","14","2714",24,1,"Male","Rural",0,3,7643.89013671875,1833.33337402344,7.51389122009277
"18153",54134110103,"36","Telangana","03","3603",23,1,"Male","Rural",1,4,6744.7451171875,1125,7.02553844451904
"18154",50796120302,"21","Odisha","07","2107",27,2,"Female","Rural",0,4,5858.830078125,750,6.62007331848145
"18155",77917120101,"33","Tamil Nadu","02","3302",30,1,"Male","Urban",1,3,5979.22998046875,6666.66650390625,8.80487537384033
"18157",53157220203,"21","Odisha","18","2118",16,1,"Male","Rural",0,3,6358.77490234375,1666.66662597656,7.41858100891113
"18158",56850220102,"27","Maharashtra","16","2716",30,2,"Female","Rural",1,4,14366.9853515625,1250,7.13089895248413
"18160",52100120102,"14","Manipur","05","1405",26,2,"Female","Rural",0,4,264.864990234375,1250,7.13089895248413
"18161",51643110104,"03","Punjab","07","0307",23,1,"Male","Rural",1,5,7361.71484375,4000,8.29404926300049
"18162",56605120107,"09","Uttar Pradesh","53","0953",23,1,"Male","Rural",0,9,3728.01000976562,555.555541992188,6.31996870040894
"18163",79282140102,"10","Bihar","20","1020",25,1,"Male","Urban",1,6,10219.2099609375,833.333312988281,6.72543382644653
"18169",55866130103,"23","Madhya Pradesh","29","2329",28,2,"Female","Rural",0,7,2959.28002929688,1000,6.90775537490845
"18170",75222120203,"24","Gujarat","07","2407",28,1,"Male","Urban",1,4,4100.27001953125,3750,8.22951126098633
"18174",74092120203,"28","Andhra Pradesh","05","2805",20,1,"Male","Urban",0,4,5120.81982421875,1725,7.4529824256897
"18178",73903130104,"21","Odisha","19","2119",22,2,"Female","Urban",0,5,4075.11499023438,1600,7.37775897979736
"18179",77268110204,"07","Delhi","01","0701",20,2,"Female","Urban",0,8,4565.77978515625,1000,6.90775537490845
"18184",56905220203,"33","Tamil Nadu","08","3308",16,1,"Male","Rural",0,5,12762.5498046875,3000,8.00636768341064
"18188",72174110104,"36","Telangana","07","3607",30,2,"Female","Urban",0,8,7898.76513671875,1906.25,7.55289316177368
"18193",56256130102,"27","Maharashtra","24","2724",25,2,"Female","Rural",0,2,9634.51953125,5000,8.51719284057617
"18194",70305120103,"32","Kerala","04","3204",27,1,"Male","Urban",1,6,5432.52490234375,2500,7.82404613494873
"18197",59243130603,"20","Jharkhand","08","2008",22,1,"Male","Rural",1,4,9601.365234375,1125,7.02553844451904
"18200",70396140202,"22","Chhattisgarh","07","2207",30,2,"Female","Urban",0,3,5189.89990234375,1666.66662597656,7.41858100891113
"18201",57638220204,"09","Uttar Pradesh","24","0924",17,1,"Male","Rural",0,4,8712.2099609375,1250,7.13089895248413
"18203",59679130103,"20","Jharkhand","01","2001",19,2,"Female","Rural",0,3,43301.8515625,1666.66662597656,7.41858100891113
"18210",74553110104,"19","West Bengal","15","1915",28,1,"Male","Urban",1,4,7136.75,8750,9.07680892944336
"18211",57600220103,"02","Himachal Pradesh","01","0201",22,1,"Male","Rural",0,6,3413.82006835938,916.666687011719,6.82074403762817
"18218",79074130105,"09","Uttar Pradesh","51","0951",22,2,"Female","Urban",0,5,7289.46484375,800,6.68461179733276
"18219",75740210103,"07","Delhi","01","0701",25,1,"Male","Urban",1,5,7284.43017578125,3000,8.00636768341064
"18220",52111110203,"12","Arunachal Pradesh","04","1204",18,1,"Male","Rural",0,4,1407.38000488281,5125,8.54188537597656
"18224",50557110104,"23","Madhya Pradesh","40","2340",20,2,"Female","Rural",0,5,3882.82495117188,1200,7.09007692337036
"18225",50747230103,"19","West Bengal","04","1904",25,1,"Male","Rural",1,4,63019.08984375,1250,7.13089895248413
"18230",70712230101,"29","Karnataka","04","2904",26,1,"Male","Urban",1,5,5569.35498046875,1000,6.90775537490845
"18231",58395120204,"21","Odisha","22","2122",17,1,"Male","Rural",1,5,2629.78002929688,540,6.29156923294067
"18246",54493210105,"22","Chhattisgarh","23","2223",16,2,"Female","Rural",0,5,11739.224609375,1400,7.24422740936279
"18248",55056220202,"08","Rajasthan","25","0825",26,2,"Female","Rural",1,4,5196.56005859375,3500,8.16051864624023
"18254",53005120203,"01","Jammu & Kashmir","15","0115",23,2,"Female","Rural",0,4,882.150024414062,1375,7.22620916366577
"18259",50105110103,"09","Uttar Pradesh","54","0954",18,1,"Male","Rural",0,5,34952.0859375,1300,7.17011976242065
"18261",74404110106,"06","Haryana","05","0605",17,1,"Male","Urban",0,6,3332.22998046875,5000,8.51719284057617
"18269",50113120104,"09","Uttar Pradesh","14","0914",17,2,"Female","Rural",0,5,2684.3701171875,800,6.68461179733276
"18273",53580110208,"14","Manipur","03","1403",18,2,"Female","Rural",0,10,872.174987792969,950,6.85646200180054
"18278",52122120104,"27","Maharashtra","26","2726",17,2,"Female","Rural",0,8,3698.8701171875,1000,6.90775537490845
"18279",54166120104,"24","Gujarat","05","2405",23,1,"Male","Rural",1,7,9306.7451171875,1285.71423339844,7.15906953811646
"18282",57537110107,"18","Assam","14","1814",20,1,"Male","Rural",1,10,1938.06494140625,1050,6.95654535293579
"18285",51457210104,"06","Haryana","15","0615",28,2,"Female","Rural",0,6,23077.48046875,2538.33325195312,7.83926296234131
"18286",53847120203,"27","Maharashtra","35","2735",18,1,"Male","Rural",0,4,4298.5400390625,1500,7.31322050094604
"18291",51971120202,"18","Assam","02","1802",30,2,"Female","Rural",0,3,2111.3798828125,2000,7.60090255737305
"18295",72202110105,"19","West Bengal","02","1902",17,2,"Female","Urban",0,5,1979.97497558594,3000,8.00636768341064
"18302",54052110204,"21","Odisha","21","2121",18,2,"Female","Rural",0,5,3159.78002929688,1000,6.90775537490845
"18305",77456110103,"04","Chandigarh","01","0401",24,2,"Female","Urban",0,3,2371.26489257812,4166.66650390625,8.33487129211426
"18308",50882110204,"27","Maharashtra","24","2724",28,2,"Female","Rural",0,8,2949.919921875,875,6.77422380447388
"18310",55252120105,"23","Madhya Pradesh","46","2346",17,2,"Female","Rural",0,5,3929.19995117188,600,6.39692974090576
"18311",72532110205,"32","Kerala","07","3207",30,2,"Female","Urban",1,10,5728.9501953125,1869,7.53315877914429
"18313",54188120203,"31","Lakshadweep","01","3101",27,2,"Female","Rural",0,3,28.7000007629395,2483.33325195312,7.81735706329346
"18314",59787210104,"10","Bihar","16","1016",18,2,"Female","Rural",0,4,31475.9140625,1250,7.13089895248413
"18315",59934110108,"08","Rajasthan","04","0804",27,2,"Female","Rural",1,9,29390.564453125,3333.33325195312,8.11172771453857
"18318",79004110205,"23","Madhya Pradesh","01","2301",17,2,"Female","Urban",0,5,8298.0703125,1600,7.37775897979736
"18321",72695130203,"03","Punjab","15","0315",25,1,"Male","Urban",1,3,5610.080078125,4000,8.29404926300049
"18322",51779110103,"12","Arunachal Pradesh","10","1210",25,1,"Male","Rural",1,7,471.850006103516,1000,6.90775537490845
"18323",72186130204,"09","Uttar Pradesh","27","0927",19,2,"Female","Urban",0,6,6603.14501953125,583.333312988281,6.36875867843628
"18324",73663110103,"27","Maharashtra","21","2721",23,2,"Female","Urban",1,6,15715.1845703125,1666.66662597656,7.41858100891113
"18326",79104130102,"33","Tamil Nadu","03","3303",26,2,"Female","Urban",0,2,16371.89453125,4500,8.41183280944824
"18331",55594120103,"36","Telangana","09","3609",18,1,"Male","Rural",1,3,3290.32495117188,1000,6.90775537490845
"18337",72282120201,"29","Karnataka","23","2923",28,1,"Male","Urban",1,2,11181.89453125,3000,8.00636768341064
"18351",59470220204,"23","Madhya Pradesh","30","2330",26,2,"Female","Rural",1,9,14474.9853515625,1111.11108398438,7.01311588287354
"18352",74517130104,"15","Mizoram","03","1503",17,1,"Male","Urban",0,6,238.065002441406,2500,7.82404613494873
"18353",75034140202,"29","Karnataka","25","2925",28,2,"Female","Urban",1,3,15280.365234375,2166.66674804688,7.68094539642334
"18355",59073130204,"02","Himachal Pradesh","08","0208",30,2,"Female","Rural",0,7,2328.09497070312,2192.85717773438,7.69296073913574
"18356",52636220203,"16","Tripura","02","1602",21,1,"Male","Rural",0,3,2452.169921875,2000,7.60090255737305
"18357",59105220204,"23","Madhya Pradesh","37","2337",23,2,"Female","Rural",0,4,29192.255859375,750,6.62007331848145
"18362",73036130203,"14","Manipur","05","1405",22,1,"Male","Urban",0,5,241.990005493164,3000,8.00636768341064
"18363",50839120405,"21","Odisha","27","2127",18,2,"Female","Rural",0,5,1492.11999511719,800,6.68461179733276
"18373",55194210103,"36","Telangana","03","3603",25,1,"Male","Rural",1,4,26889.92578125,3000,8.00636768341064
"18380",75910130101,"33","Tamil Nadu","01","3301",26,1,"Male","Urban",1,1,3984.94995117188,6000,8.69951438903809
"18382",79956110103,"09","Uttar Pradesh","44","0944",25,1,"Male","Urban",0,5,29945.685546875,3000,8.00636768341064
"18394",79471130201,"08","Rajasthan","22","0822",21,1,"Male","Urban",0,1,7274.68017578125,6000,8.69951438903809
"18398",56015110103,"09","Uttar Pradesh","21","0921",27,1,"Male","Rural",1,6,8127.9248046875,1000,6.90775537490845
"18406",55196120203,"10","Bihar","34","1034",18,1,"Male","Rural",0,4,3126.830078125,1625,7.39326286315918
"18408",53349110103,"14","Manipur","04","1404",23,2,"Female","Rural",0,5,265.424987792969,3000,8.00636768341064
"18411",71739110108,"23","Madhya Pradesh","29","2329",21,1,"Male","Urban",1,8,17549.685546875,2125,7.66152715682983
"18415",51719110104,"20","Jharkhand","04","2004",18,2,"Female","Rural",0,4,1476.23999023438,1500,7.31322050094604
"18418",53452210102,"06","Haryana","09","0609",23,1,"Male","Rural",1,3,37712.0703125,2513.33325195312,7.82936525344849
"18423",72131120202,"32","Kerala","06","3206",25,2,"Female","Urban",0,3,7538.68505859375,5000,8.51719284057617
"18434",55237130205,"03","Punjab","19","0319",23,2,"Female","Rural",0,5,8829.474609375,1968,7.58477306365967
"18437",74310130202,"15","Mizoram","08","1508",30,2,"Female","Urban",0,3,324.440002441406,3333.33325195312,8.11172771453857
"18441",79630120104,"01","Jammu & Kashmir","10","0110",28,2,"Female","Urban",0,7,1068.625,1220,7.10660600662231
"18443",59686110103,"22","Chhattisgarh","20","2220",20,1,"Male","Rural",1,6,2559.6650390625,966.666687011719,6.87385368347168
"18448",54074120101,"21","Odisha","01","2101",28,1,"Male","Rural",1,2,2937.14990234375,1250,7.13089895248413
